Site,Unique,Time_Period,Absolute_Time,Culture,Settlement_Type,Reference,Species,Species_Sum,Percentage,absolute_number,%_of_finds,Frequencies_of_taxa_%,RI_(No_of_sites),Presence_Absence,Semi_Quantitative_old,Semi_Quantitative,Notes
Hungary,NA,MBA (1600 BC),1900-1500,Unknown,Unknown,Gyulai 2010,Pisum sativum,Pisum sp.,NA,NA,NA,Large (1000-10.000),NA,NA,xxx,xxx,NA
Hungary,NA,MBA (1600 BC),1900-1500,Unknown,Unknown,Gyulai 2010,Pisum arvense (Field pea),Pisum sp.,NA,NA,NA,Much (100-1000),NA,NA,xx,xx,NA
Hungary,NA,MBA (1600 BC),1900-1500,Unknown,Unknown,Gyulai 2010,Vicia ervilia (Bitter vetch),Vicia sp.,NA,NA,NA,Much (100-1000),NA,NA,xx,xx,NA
Hungary,NA,MBA (1600 BC),1900-1500,Unknown,Unknown,Gyulai 2010,Vicia faba (Horses bean),Vicia sp.,NA,NA,NA,Little (10-100),NA,NA,x,x,NA
Hungary,NA,MBA (1600 BC),1900-1500,Unknown,Unknown,Gyulai 2010,Vicia sativa var. Sativa (Common vetch),Vicia sp.,NA,NA,NA,Sporadic (1-10),NA,NA,x,x,NA
Hungary,NA,MBA (1600 BC),1900-1500,Unknown,Unknown,Gyulai 2010,Apiu graveolens (wild celery),Wild plants/weeds,NA,NA,NA,0,NA,NA,0,0,NA
Hungary,NA,MBA (1600 BC),1900-1500,Unknown,Unknown,Gyulai 2010,Cucumis sativus (cucumber),Gathered Plants,NA,NA,NA,0,NA,NA,0,0,NA
Hungary,NA,MBA (1600 BC),1900-1500,Unknown,Unknown,Gyulai 2010,Camelina sativa,Camelina sativa,NA,NA,NA,0,NA,NA,0,0,NA
Hungary,NA,MBA (1600 BC),1900-1500,Unknown,Unknown,Gyulai 2010,Linum usitatissimum,Linum usitatissimum,NA,NA,NA,Little (10-100),NA,NA,x,x,NA
Hungary,NA,MBA (1600 BC),1900-1500,Unknown,Unknown,Gyulai 2010,Papaver somniferum,Papaver somniferum,NA,NA,NA,0,NA,NA,0,0,NA
Hungary,NA,MBA (1600 BC),1900-1500,Unknown,Unknown,Gyulai 2010,Pyrus spec. (pear),Gathered Plants,NA,NA,NA,Sporadic (1-10),NA,NA,x,x,NA
Hungary,NA,MBA (1600 BC),1900-1500,Unknown,Unknown,Gyulai 2010,Vitis vinifera (grape vine),Gathered Plants,NA,NA,NA,0,NA,NA,0,0,NA
Hungary,NA,MBA (1600 BC),1900-1500,Unknown,Unknown,Gyulai 2010,Anethum graveolens (Common dill),Gathered Plants,NA,NA,NA,0,NA,NA,0,0,NA
Hungary,NA,MBA (1600 BC),1900-1500,Unknown,Unknown,Gyulai 2010,Brassica nigra (black mustard),Brassica nigra,NA,NA,NA,Sporadic (1-10),NA,NA,x,x,NA
Hungary,NA,MBA (1600 BC),1900-1500,Unknown,Unknown,Gyulai 2010,Carthamus tinctorius (safflower),Gathered Plants,NA,NA,NA,Large (1000-10.000),NA,NA,xxx,xxx,NA
Hungary,NA,MBA (1600 BC),1900-1500,Unknown,Unknown,Gyulai 2010,Origanum vulgare (wild majoran),Wild plants/weeds,NA,NA,NA,0,NA,NA,0,0,NA
Hungary,NA,MBA (1600 BC),1900-1500,Unknown,Unknown,Gyulai 2010,Satureja hortensis (summer-savory),Wild plants/weeds,NA,NA,NA,0,NA,NA,0,0,NA
Hungary,NA,MBA (1600 BC),1900-1500,Unknown,Unknown,Gyulai 2010,Bromus secalinus (rye brome),Gathered Plants,NA,NA,NA,Much (100-1000),NA,NA,xx,xx,NA
Hungary,NA,MBA (1600 BC),1900-1500,Unknown,Unknown,Gyulai 2010,Chenopodium album (white goosefoot/ fat hen),Gathered Plants,NA,NA,NA,extra large (10.000-100.000),NA,NA,xxxx,xxxx,NA
Hungary,NA,MBA (1600 BC),1900-1500,Unknown,Unknown,Gyulai 2010,Schoenoplectus lacustris (common bulrush),Wild plants/weeds,NA,NA,NA,0,NA,NA,0,0,NA
Hungary,NA,MBA (1600 BC),1900-1500,Unknown,Unknown,Gyulai 2010,Malva neglecta (dwarf mallow),Gathered Plants,NA,NA,NA,0,NA,NA,0,0,NA
Hungary,NA,MBA (1600 BC),1900-1500,Unknown,Unknown,Gyulai 2010,Rumex acetosa (common sorrel),Gathered Plants,NA,NA,NA,Sporadic (1-10),NA,NA,x,x,NA
Hungary,NA,MBA (1600 BC),1900-1500,Unknown,Unknown,Gyulai 2010,Rumex acetosella (sheep´s sorrel),Gathered Plants,NA,NA,NA,Sporadic (1-10),NA,NA,x,x,NA
Hungary,NA,MBA (1600 BC),1900-1500,Unknown,Unknown,Gyulai 2010,Sinapis arvensis (charlock),Wild plants/weeds,NA,NA,NA,Sporadic (1-10),NA,NA,x,x,NA
Hungary,NA,MBA (1600 BC),1900-1500,Unknown,Unknown,Gyulai 2010,Cornus mas (cornelian cherry/dogwood),Gathered Plants,NA,NA,NA,Little (10-100),NA,NA,x,x,NA
Hungary,NA,MBA (1600 BC),1900-1500,Unknown,Unknown,Gyulai 2010,Corylus avellana,Corylus avellana,NA,NA,NA,0,NA,NA,0,0,NA
Hungary,NA,MBA (1600 BC),1900-1500,Unknown,Unknown,Gyulai 2010,Crataegus monogyna (single-seed hawthorn),Gathered Plants,NA,NA,NA,Sporadic (1-10),NA,NA,x,x,NA
Hungary,NA,MBA (1600 BC),1900-1500,Unknown,Unknown,Gyulai 2010,Malus silvestris (crab apple),Gathered Plants,NA,NA,NA,Sporadic (1-10),NA,NA,x,x,NA
Hungary,NA,MBA (1600 BC),1900-1500,Unknown,Unknown,Gyulai 2010,Prunus spinosa (sloe/blackthorn),Gathered Plants,NA,NA,NA,Sporadic (1-10),NA,NA,x,x,NA
Hungary,NA,MBA (1600 BC),1900-1500,Unknown,Unknown,Gyulai 2010,Quercus spec.,Quercus sp.,NA,NA,NA,Little (10-100),NA,NA,x,x,NA
Hungary,NA,MBA (1600 BC),1900-1500,Unknown,Unknown,Gyulai 2010,Rubus caesius/fruticosus (blackberry/Bramble),Gathered Plants,NA,NA,NA,Sporadic (1-10),NA,NA,x,x,NA
Hungary,NA,MBA (1600 BC),1900-1500,Unknown,Unknown,Gyulai 2010,Sambucus nigra/racemosa (common elder/red elder),Gathered Plants,NA,NA,NA,Sporadic (1-10),NA,NA,x,x,NA
Hungary,NA,MBA (1600 BC),1900-1500,Unknown,Unknown,Gyulai 2010,Vitis vinifera L. Subsp. Silvestris (woodland European grape),Gathered Plants,NA,NA,NA,0,NA,NA,0,0,NA
Jászdózsa-Kápolnahalom,1,MBA,1900-1500,Füzesabony,Tell Settlement,"Filatova 2022, Fig. 2",Cereals,Cereals,90.9,NA,NA,NA,NA,NA,xxxx,xxxx,NA
Jászdózsa-Kápolnahalom,NA,MBA,1900-1500,Füzesabony,Tell Settlement,"Filatova 2022, Fig. 2",Gathered Plants,Gathered Plants,9.1,NA,NA,NA,NA,NA,x,x,NA
Kakucs-Turján,NA,MBA,1900-1500,Vatya,Tell-like Settlement,"Filatova 2022, Fig. 2",Cereals,Cereals,34.5,NA,NA,NA,NA,NA,xx,xx,NA
Kakucs-Turján,NA,MBA,1900-1500,Vatya,Tell-like Settlement,"Filatova 2022, Fig. 2",Pulses,Pulses,63.4,NA,NA,NA,NA,NA,xxxx,xxx,NA
Kakucs-Turján,NA,MBA,1900-1500,Vatya,Tell-like Settlement,"Filatova 2022, Fig. 2",Wild plants/weeds,Wild plants/weeds,2.2,NA,NA,NA,NA,NA,x,x,NA
Kakucs-Turján,NA,MBA,1900-1500,Vatya,Tell-like Settlement,"Filatova 2022, Fig. 3",Cereals,Cereals,NA,NA,NA,13.5,NA,NA,x,x,NA
Kakucs-Turján,NA,MBA,1900-1500,Vatya,Tell-like Settlement,"Filatova 2022, Fig. 3",Millet,Panicum miliaceum,NA,NA,NA,2.2,NA,NA,x,x,NA
Kakucs-Turján,NA,MBA,1900-1500,Vatya,Tell-like Settlement,"Filatova 2022, Fig. 3",Pulses,Pulses,NA,NA,NA,18.5,NA,NA,x,x,NA
Kakucs-Turján,NA,MBA,1900-1500,Vatya,Tell-like Settlement,"Filatova 2022, Fig. 3",Oil/Fibre Crops,Oil/Fibre Crops,NA,NA,NA,1.9,NA,NA,x,x,NA
Kakucs-Turján,NA,MBA,1900-1500,Vatya,Tell-like Settlement,"Filatova 2022, Fig. 3",Gathered Plants,Gathered Plants,NA,NA,NA,11.2,NA,NA,x,x,NA
Kakucs-Turján,NA,MBA,1900-1500,Vatya,Tell-like Settlement,"Filatova 2022, Fig. 3",Wild plants/weeds,Wild plants/weeds,NA,NA,NA,54.6,NA,NA,xxx,xxx,NA
Kakucs-Turján,NA,Phase 11 (MBA),1900-1500,Vatya,Tell-like Settlement,Filatova 2020,Hordeum vulgare (hulled),Hordeum vulgare (hulled),NA,72,26.1,NA,NA,NA,x,xx,NA
Kakucs-Turján,NA,Phase 11 (MBA),1900-1500,Vatya,Tell-like Settlement,Filatova 2020,Naked Barley,Hordeum nudum,NA,4,6.5,NA,NA,NA,x,x,NA
Kakucs-Turján,NA,Phase 11 (MBA),1900-1500,Vatya,Tell-like Settlement,Filatova 2020,Barley,Hordeum vulgare,NA,310,47.8,NA,NA,NA,xx,xx,NA
Kakucs-Turján,NA,Phase 11 (MBA),1900-1500,Vatya,Tell-like Settlement,Filatova 2020,Free-threshing wheat,Free-threshing wheat,NA,1,2.2,NA,NA,NA,x,x,NA
Kakucs-Turján,NA,Phase 11 (MBA),1900-1500,Vatya,Tell-like Settlement,Filatova 2020,Einkorn (Grain),Triticum monococcum,NA,199,71.7,NA,NA,NA,xxx,xxx,NA
Kakucs-Turján,NA,Phase 11 (MBA),1900-1500,Vatya,Tell-like Settlement,Filatova 2020,Hulled Wheat,Hulled Wheat,NA,5,6.5,NA,NA,NA,x,x,NA
Kakucs-Turján,NA,Phase 11 (MBA),1900-1500,Vatya,Tell-like Settlement,Filatova 2020,Emmer,Triticum dicoccum,NA,31,21.7,NA,NA,NA,x,x,NA
Kakucs-Turján,NA,Phase 11 (MBA),1900-1500,Vatya,Tell-like Settlement,Filatova 2020,Lathyrus sativus,Lathyrus sp.,NA,9,13,NA,NA,NA,x,x,NA
Kakucs-Turján,NA,Phase 11 (MBA),1900-1500,Vatya,Tell-like Settlement,Filatova 2020,Lens culinaris,Lens culinaris,NA,1542,87,NA,NA,NA,xxxx,xxxx,NA
Kakucs-Turján,NA,Phase 11 (MBA),1900-1500,Vatya,Tell-like Settlement,Filatova 2020,Pisum sativum,Pisum sp.,NA,178,43.5,NA,NA,NA,xx,xx,NA
Kakucs-Turján,NA,Phase 11 (MBA),1900-1500,Vatya,Tell-like Settlement,Filatova 2020,Vicia ervilia,Vicia sp.,NA,10,19.6,NA,NA,NA,x,x,NA
Kakucs-Turján,NA,Phase 11 (MBA),1900-1500,Vatya,Tell-like Settlement,Filatova 2020,Vicia faba,Vicia sp.,NA,3,2.2,NA,NA,NA,x,x,NA
Kakucs-Turján,NA,Phase 11 (MBA),1900-1500,Vatya,Tell-like Settlement,Filatova 2020,Cornus mas,Gathered Plants,NA,3,4.3,NA,NA,NA,x,x,NA
Kakucs-Turján,NA,Phase 11 (MBA),1900-1500,Vatya,Tell-like Settlement,Filatova 2020,Corylus avellana,Corylus avellana,NA,1,2.2,NA,NA,NA,x,x,NA
Kakucs-Turján,NA,Phase 11 (MBA),1900-1500,Vatya,Tell-like Settlement,Filatova 2020,Prunus sp.,Gathered Plants,NA,3,4.3,NA,NA,NA,x,x,"rare finds in phase 10: millet, spelt +7, phase 8: common vetch, phase 5: macaroni wheat (durum), 9+10 grapevine,"
Mende-Leányvár,1,MBA,1900-1500,Vatya,Unknown,"Filatova 2022, Fig. 2",Cereals,Cereals,100,NA,NA,NA,NA,NA,xxxx,xxxx,NA
Ménföcsanak-Szeles,1,MBA,1900-1500,Transdanubian Encrusted Pottery,Simple Settlement,"Filatova 2022, Fig. 2",Cereals,Cereals,64.2,NA,NA,NA,NA,NA,xxxx,xxx,NA
Ménföcsanak-Szeles,NA,MBA,1900-1500,Transdanubian Encrusted Pottery,Simple Settlement,"Filatova 2022, Fig. 2",Millet,Panicum miliaceum,0.6,NA,NA,NA,NA,NA,x,x,NA
Ménföcsanak-Szeles,NA,MBA,1900-1500,Transdanubian Encrusted Pottery,Simple Settlement,"Filatova 2022, Fig. 2",Gathered Plants,Gathered Plants,30.5,NA,NA,NA,NA,NA,xx,xx,NA
Ménföcsanak-Szeles,NA,MBA,1900-1500,Transdanubian Encrusted Pottery,Simple Settlement,"Filatova 2022, Fig. 2",Wild plants/weeds,Wild plants/weeds,4.8,NA,NA,NA,NA,NA,x,x,NA
Pákozd-Várhegy,1,MBA,1900-1500,Vatya,Unknown,"Filatova 2022, Fig. 2",Cereals,Cereals,49.1,NA,NA,NA,NA,NA,xxxx,xx,NA
Pákozd-Várhegy,NA,MBA,1900-1500,Vatya,Unknown,"Filatova 2022, Fig. 2",Pulses,Pulses,49.4,NA,NA,NA,NA,NA,xxxx,xx,NA
Pákozd-Várhegy,NA,MBA,1900-1500,Vatya,Unknown,"Filatova 2022, Fig. 2",Wild plants/weeds,Wild plants/weeds,1.5,NA,NA,NA,NA,NA,x,x,NA
Pannonian Basin,NA,MBA,1900-1500,Unknown,Unknown,Stika/Heiss 2014,Lathyrus sativus/cicera,Lathyrus sp.,NA,NA,NA,NA,NA,NA,x,x,NA
Pannonian Basin,NA,MBA,1900-1500,Unknown,Unknown,Stika/Heiss 2014,Lens culinaris,Lens culinaris,NA,NA,NA,NA,NA,NA,xx,xxx,NA
Pannonian Basin,NA,MBA,1900-1500,Unknown,Unknown,Stika/Heiss 2014,Pisum sativum,Pisum sp.,NA,NA,NA,NA,NA,NA,xx,xx,NA
Pannonian Basin,NA,MBA,1900-1500,Unknown,Unknown,Stika/Heiss 2014,Vicia ervilia,Vicia sp.,NA,NA,NA,NA,NA,NA,x,x,NA
Pannonian Basin,NA,MBA,1900-1500,Unknown,Unknown,Stika/Heiss 2014,Vicia faba,Vicia sp.,NA,NA,NA,NA,NA,NA,x,x,NA
Pannonian Basin,NA,MBA,1900-1500,Unknown,Unknown,Stika/Heiss 2014,Vicia sativa,Vicia sp.,NA,NA,NA,NA,TRUE,NA,x,x,NA
Pannonian Basin,NA,MBA,1900-1500,Unknown,Unknown,Stika/Heiss 2014,Camelina sativa,Camelina sativa,NA,NA,NA,NA,NA,NA,x,x,NA
Pannonian Basin,NA,MBA,1900-1500,Unknown,Unknown,Stika/Heiss 2014,Carthamus tinctorius (safflower),Gathered Plants,NA,NA,NA,NA,NA,NA,x,x,NA
Pannonian Basin,NA,MBA,1900-1500,Unknown,Unknown,Stika/Heiss 2014,Linum usitatissimum,Linum usitatissimum,NA,NA,NA,NA,NA,NA,x,x,NA
Pannonian Basin,NA,MBA,1900-1500,Unknown,Unknown,Stika/Heiss 2014,Papaver somniferum,Papaver somniferum,NA,NA,NA,NA,NA,NA,x,x,NA
Pannonian Basin,NA,MBA,1900-1500,Unknown,Unknown,Stika/Heiss 2014,Cucumis sativus (cucumber),Gathered Plants,NA,NA,NA,NA,FALSE,NA,0,0,NA
Pannonian Basin,NA,MBA,1900-1500,Unknown,Unknown,Stika/Heiss 2014,Vitis vinifera (grape vine),Gathered Plants,NA,NA,NA,NA,NA,NA,x,x,NA
Solymár-Várhegy,1,MBA,1900-1500,Vatya,Unknown,"Filatova 2022, Fig. 2",Cereals,Cereals,100,NA,NA,NA,NA,NA,xxxx,xxxx,NA
Süttö-Hosszúvölgy,1,MBA,1900-1500,Magyarád,Simple Settlement,"Filatova 2022, Fig. 2",Cereals,Cereals,100,NA,NA,NA,NA,NA,xxxx,xxxx,NA
Százhalombatta-Földvár,NA,MBA,1900-1500,Vatya,Unknown,"Filatova 2022, Fig. 2",Cereals,Cereals,97.38,NA,NA,NA,NA,NA,xxxx,xxxx,NA
Százhalombatta-Földvár,NA,MBA,1900-1500,Vatya,Unknown,"Filatova 2022, Fig. 2",Panicoideae,Wild plants/weeds,0.15000000000000002,NA,NA,NA,NA,NA,x,x,NA
Százhalombatta-Földvár,NA,MBA,1900-1500,Vatya,Unknown,"Filatova 2022, Fig. 2",Pulses,Pulses,1.23,NA,NA,NA,NA,NA,x,x,NA
Százhalombatta-Földvár,NA,MBA,1900-1500,Vatya,Unknown,"Filatova 2022, Fig. 2",Gathered Plants,Gathered Plants,0.31,NA,NA,NA,NA,NA,x,x,NA
Százhalombatta-Földvár,NA,MBA,1900-1500,Vatya,Unknown,"Filatova 2022, Fig. 2",Wild plants/weeds,Wild plants/weeds,0.92,NA,NA,NA,NA,NA,x,x,NA
Szihalom-Földvár,1,MBA,1900-1500,Hatvan/Füzesabony,Unknown,"Filatova 2022, Fig. 2",Millet,Panicum miliaceum,50,NA,NA,NA,NA,NA,xxxx,xxx,NA
Szihalom-Földvár,NA,MBA,1900-1500,Hatvan/Füzesabony,Unknown,"Filatova 2022, Fig. 2",Wild plants/weeds,Wild plants/weeds,50,NA,NA,NA,NA,NA,xxxx,xxx,NA
Tarhos Gyepesi Átkelö (Tarhos 26),1,MBA,1900-1500,Otomani,Unknown,"Filatova 2022, Fig. 2",Cereals,Cereals,98.6,NA,NA,NA,NA,NA,xxxx,xxxx,NA
Tarhos Gyepesi Átkelö (Tarhos 26),NA,MBA,1900-1500,Otomani,Unknown,"Filatova 2022, Fig. 2",Gathered Plants,Gathered Plants,1.2,NA,NA,NA,NA,NA,x,x,NA
Tiszaalpàr-Várdomb,1,MBA,1900-1500,Vatya,Unknown,"Filatova 2022, Fig. 2",Cereals,Cereals,81.2,NA,NA,NA,NA,NA,xxxx,xxxx,NA
Tiszaalpàr-Várdomb,NA,MBA,1900-1500,Vatya,Unknown,"Filatova 2022, Fig. 2",Pulses,Pulses,186,NA,NA,NA,NA,NA,x,x,NA
Tiszaalpàr-Várdomb,NA,MBA,1900-1500,Vatya,Unknown,"Filatova 2022, Fig. 2",Wild plants/weeds,Wild plants/weeds,0.2,NA,NA,NA,NA,NA,x,x,NA
Tiszafüred-Ásotthalom,1,MBA,1900-1500,Hatvan/Füzesabony,Unknown,"Filatova 2022, Fig. 2",Cereals,Cereals,50,NA,NA,NA,NA,NA,xxxx,xxx,NA
Tiszafüred-Ásotthalom,NA,MBA,1900-1500,Hatvan/Füzesabony,Unknown,"Filatova 2022, Fig. 2",Millet,Panicum miliaceum,50,NA,NA,NA,NA,NA,xxxx,xxx,NA
Tószeg-Laposhalom,1,MBA,1900-1500,Nagyrév/Hatvan,Unknown,"Filatova 2022, Fig. 2",Cereals,Cereals,98.5,NA,NA,NA,NA,NA,xxxx,xxxx,NA
Tószeg-Laposhalom,NA,MBA,1900-1500,Nagyrév/Hatvan,Unknown,"Filatova 2022, Fig. 2",Pulses,Pulses,1.4,NA,NA,NA,NA,NA,x,x,NA
Tószeg-Laposhalom,NA,MBA,1900-1500,Nagyrév/Hatvan,Unknown,"Filatova 2022, Fig. 2",Wild plants/weeds,Wild plants/weeds,0.2,NA,NA,NA,NA,NA,x,x,NA
Túrkeve-Terehalom,1,MBA,1900-1500,Otomani,Unknown,"Filatova 2022, Fig. 2",Cereals,Cereals,1.5,NA,NA,NA,NA,NA,x,x,NA
Túrkeve-Terehalom,NA,MBA,1900-1500,Otomani,Unknown,"Filatova 2022, Fig. 2",Pulses,Pulses,0.6,NA,NA,NA,NA,NA,x,x,NA
Túrkeve-Terehalom,NA,MBA,1900-1500,Otomani,Unknown,"Filatova 2022, Fig. 2",Oil/Fibre Crops,Oil/Fibre Crops,0.3,NA,NA,NA,NA,NA,x,x,NA
Túrkeve-Terehalom,NA,MBA,1900-1500,Otomani,Unknown,"Filatova 2022, Fig. 2",Gathered Plants,Gathered Plants,48.8,NA,NA,NA,NA,NA,xxxx,xx,NA
Túrkeve-Terehalom,NA,MBA,1900-1500,Otomani,Unknown,"Filatova 2022, Fig. 2",Wild plants/weeds,Wild plants/weeds,48.8,NA,NA,NA,NA,NA,xxxx,xx,NA
Western Hungary,NA,MBA,1900-1500,Transdanubian Encrusted Pottery,Unknown,Filatova 2020,Hordeum vulgare,Hordeum vulgare,NA,76,NA,NA,NA,NA,xx,x,NA
Western Hungary,NA,MBA,1900-1500,Transdanubian Encrusted Pottery,Unknown,Filatova 2020,Panicum miliaceum,Panicum miliaceum,NA,2,NA,NA,NA,NA,x,x,NA
Western Hungary,NA,MBA,1900-1500,Transdanubian Encrusted Pottery,Unknown,Filatova 2020,Secale cereale,Secale cereale,NA,2,NA,NA,NA,NA,x,x,NA
Western Hungary,NA,MBA,1900-1500,Transdanubian Encrusted Pottery,Unknown,Filatova 2020,Triticum spelta,Triticum spelta,NA,7,NA,NA,NA,NA,x,x,NA
Western Hungary,NA,MBA,1900-1500,Transdanubian Encrusted Pottery,Unknown,Filatova 2020,Triticum aestivum/durum,Triticum aestivum/durum,NA,18,NA,NA,NA,NA,x,x,NA
Western Hungary,NA,MBA,1900-1500,Transdanubian Encrusted Pottery,Unknown,Filatova 2020,Triticum monococcum,Triticum monococcum,NA,196,NA,NA,NA,NA,xxx,xxx,NA
Western Hungary,NA,MBA,1900-1500,Transdanubian Encrusted Pottery,Unknown,Filatova 2020,Triticum dicoccon,Triticum dicoccum,NA,47,NA,NA,NA,NA,x,x,NA
Western Hungary,NA,MBA,1900-1500,Transdanubian Encrusted Pottery,Unknown,Filatova 2020,Cicer arietinum (Chickpea),Pulses,NA,0,NA,NA,NA,NA,0,0,NA
Western Hungary,NA,MBA,1900-1500,Transdanubian Encrusted Pottery,Unknown,Filatova 2020,Lathyrus sativus,Lathyrus sp.,NA,0,NA,NA,NA,NA,0,0,NA
Western Hungary,NA,MBA,1900-1500,Transdanubian Encrusted Pottery,Unknown,Filatova 2020,Lens culinaris,Lens culinaris,NA,0,NA,NA,NA,NA,0,0,NA
Western Hungary,NA,MBA,1900-1500,Transdanubian Encrusted Pottery,Unknown,Filatova 2020,Pisum sativum,Pisum sp.,NA,0,NA,NA,NA,NA,0,0,NA
Western Hungary,NA,MBA,1900-1500,Transdanubian Encrusted Pottery,Unknown,Filatova 2020,Vicia ervilia,Vicia sp.,NA,0,NA,NA,NA,NA,0,0,NA
Western Hungary,NA,MBA,1900-1500,Transdanubian Encrusted Pottery,Unknown,Filatova 2020,Vicia faba,Vicia sp.,NA,0,NA,NA,NA,NA,0,0,NA
Western Hungary,NA,MBA,1900-1500,Transdanubian Encrusted Pottery,Unknown,Filatova 2020,Vicia sativa,Vicia sp.,NA,0,NA,NA,NA,NA,0,0,NA
Western Hungary,NA,MBA,1900-1500,Transdanubian Encrusted Pottery,Unknown,Filatova 2020,Camelina sativa,Camelina sativa,NA,0,NA,NA,NA,NA,0,0,NA
Western Hungary,NA,MBA,1900-1500,Transdanubian Encrusted Pottery,Unknown,Filatova 2020,Carthamus tinctorius (safflower),Gathered Plants,NA,0,NA,NA,NA,NA,0,0,NA
Western Hungary,NA,MBA,1900-1500,Transdanubian Encrusted Pottery,Unknown,Filatova 2020,Linum usitatissimum,Linum usitatissimum,NA,0,NA,NA,NA,NA,0,0,NA
Western Hungary,NA,MBA,1900-1500,Transdanubian Encrusted Pottery,Unknown,Filatova 2020,Papaver somniferum,Papaver somniferum,NA,0,NA,NA,NA,NA,0,0,NA
Western Hungary,NA,MBA,1900-1500,Transdanubian Encrusted Pottery,Unknown,Filatova 2020,Cornus mas,Gathered Plants,NA,0,NA,NA,NA,NA,0,0,NA
Western Hungary,NA,MBA,1900-1500,Transdanubian Encrusted Pottery,Unknown,Filatova 2020,Corylus avellana,Corylus avellana,NA,0,NA,NA,NA,NA,0,0,NA
Western Hungary,NA,MBA,1900-1500,Transdanubian Encrusted Pottery,Unknown,Filatova 2020,Malus sp.,Gathered Plants,NA,0,NA,NA,NA,NA,0,0,NA
Western Hungary,NA,MBA,1900-1500,Transdanubian Encrusted Pottery,Unknown,Filatova 2020,Prunus spinosa,Gathered Plants,NA,1,NA,NA,NA,NA,x,x,NA
Western Hungary,NA,MBA,1900-1500,Transdanubian Encrusted Pottery,Unknown,Filatova 2020,Quercus sp.,Quercus sp.,NA,62,NA,NA,NA,NA,xx,x,NA
Western Hungary,NA,MBA,1900-1500,Transdanubian Encrusted Pottery,Unknown,Filatova 2020,Sambucus ebulus,Gathered Plants,NA,0,NA,NA,NA,NA,0,0,NA
Western Hungary,NA,MBA,1900-1500,Transdanubian Encrusted Pottery,Unknown,Filatova 2020,Sambucus nigra,Gathered Plants,NA,0,NA,NA,NA,NA,0,0,NA
Western Hungary,NA,MBA,1900-1500,Transdanubian Encrusted Pottery,Unknown,Filatova 2020,Vitis sp.,Gathered Plants,NA,0,NA,NA,NA,NA,0,0,NA
Western Hungary,NA,MBA,1900-1500,Transdanubian Encrusted Pottery,Unknown,Filatova 2020,Chenopodium album (white goosefoot/ fat hen),Gathered Plants,NA,0,NA,NA,NA,NA,0,0,NA
Western Hungary,NA,MBA,1900-1500,Transdanubian Encrusted Pottery,Unknown,Filatova 2020,Portulaca oleraceae,Wild plants/weeds,NA,0,NA,NA,NA,NA,0,0,NA
Central Hungary,NA,MBA,1900-1500,Transdanubian Encrusted Pottery,Unknown,Filatova 2020,Valerianella dentata,Wild plants/weeds,NA,0,NA,NA,NA,NA,0,0,NA
Central Hungary,NA,MBA,1900-1500,Vatya,Unknown,Filatova 2020,Hordeum vulgare,Hordeum vulgare,NA,16319,NA,NA,NA,NA,xxx,xx,NA
Central Hungary,NA,MBA,1900-1500,Vatya,Unknown,Filatova 2020,Panicum miliaceum,Panicum miliaceum,NA,70,NA,NA,NA,NA,x,x,NA
Central Hungary,NA,MBA,1900-1500,Vatya,Unknown,Filatova 2020,Secale cereale,Secale cereale,NA,8,NA,NA,NA,NA,x,x,NA
Central Hungary,NA,MBA,1900-1500,Vatya,Unknown,Filatova 2020,Triticum spelta,Triticum spelta,NA,110,NA,NA,NA,NA,x,x,NA
Central Hungary,NA,MBA,1900-1500,Vatya,Unknown,Filatova 2020,Triticum aestivum/durum,Triticum aestivum/durum,NA,42,NA,NA,NA,NA,x,x,NA
Central Hungary,NA,MBA,1900-1500,Vatya,Unknown,Filatova 2020,Triticum monococcum,Triticum monococcum,NA,23204,NA,NA,NA,NA,xxxx,xx,NA
Central Hungary,NA,MBA,1900-1500,Vatya,Unknown,Filatova 2020,Triticum dicoccon,Triticum dicoccum,NA,2059,NA,NA,NA,NA,xx,x,NA
Central Hungary,NA,MBA,1900-1500,Vatya,Unknown,Filatova 2020,Cicer arietinum (Chickpea),Pulses,NA,0,NA,NA,NA,NA,0,0,NA
Central Hungary,NA,MBA,1900-1500,Vatya,Unknown,Filatova 2020,Lathyrus sativus,Lathyrus sp.,NA,0,NA,NA,NA,NA,0,0,NA
Central Hungary,NA,MBA,1900-1500,Vatya,Unknown,Filatova 2020,Lens culinaris,Lens culinaris,NA,5101,NA,NA,NA,NA,xx,x,NA
Central Hungary,NA,MBA,1900-1500,Vatya,Unknown,Filatova 2020,Pisum sativum,Pisum sp.,NA,168,NA,NA,NA,NA,x,x,NA
Central Hungary,NA,MBA,1900-1500,Vatya,Unknown,Filatova 2020,Vicia ervilia,Vicia sp.,NA,374,NA,NA,NA,NA,x,x,NA
Central Hungary,NA,MBA,1900-1500,Vatya,Unknown,Filatova 2020,Vicia faba,Vicia sp.,NA,26,NA,NA,NA,NA,x,x,NA
Central Hungary,NA,MBA,1900-1500,Vatya,Unknown,Filatova 2020,Vicia sativa,Vicia sp.,NA,4,NA,NA,NA,NA,x,x,NA
Central Hungary,NA,MBA,1900-1500,Vatya,Unknown,Filatova 2020,Camelina sativa,Camelina sativa,NA,11,NA,NA,NA,NA,x,x,NA
